Gene,Transcrit
Acc01042,Acc01042.1
Acc01043,Acc01043.1
Acc01044,Acc01044.1
Acc01045,Acc01045.1
Acc01046,Acc01046.1
Acc01047,Acc01047.1
Acc01048,Acc01048.1
Acc01049,Acc01049.1
Acc01050,Acc01050.1
Acc01051,Acc01051.1
Acc01052,Acc01052.1
Acc01053,Acc01053.1
Acc01054,Acc01054.1
Acc01055,Acc01055.1
Acc01056,Acc01056.1
Acc01057,Acc01057.1
Acc01058,Acc01058.1
Acc01059,Acc01059.1
Acc01060,Acc01060.1
Acc01061,Acc01061.1
Acc01062,Acc01062.1
Acc01063,Acc01063.1
Acc01064,Acc01064.1
Acc01065,Acc01065.1
Acc01066,Acc01066.1
Acc01067,Acc01067.1
Acc01068,Acc01068.1
Acc01069,Acc01069.1
Acc01070,Acc01070.1
Acc01071,Acc01071.1
Acc01072,Acc01072.1
Acc01073,Acc01073.1
Acc01074,Acc01074.1
Acc01075,Acc01075.1
Acc01076,Acc01076.1
Acc01077,Acc01077.1
Acc01079,Acc01079.1
Acc01080,Acc01080.1
Acc01081,Acc01081.1
Acc01082,Acc01082.1
Acc01083,Acc01083.1
Acc01084,Acc01084.1
Acc01085,Acc01085.1
Acc01086,Acc01086.1
Acc01087,Acc01087.1
Acc01089,Acc01089.1
Acc01090,Acc01090.1
Acc01091,Acc01091.1
Acc01092,Acc01092.1
Acc01093,Acc01093.1
Acc01094,Acc01094.1
Acc01095,Acc01095.1
Acc01096,Acc01096.1
Acc01097,Acc01097.1
Acc01098,Acc01098.1
Acc01099,Acc01099.1
Acc01100,Acc01100.1
Acc01101,Acc01101.1
Acc01102,Acc01102.1
Acc01103,Acc01103.1
Acc01104,Acc01104.1
Acc01105,Acc01105.1
Acc01106,Acc01106.1
Acc01107,Acc01107.1
Acc01108,Acc01108.1
Acc01109,Acc01109.1
Acc01110,Acc01110.1
Acc01111,Acc01111.1
Acc01112,Acc01112.1
Acc01113,Acc01113.1
Acc01114,Acc01114.1
Acc01115,Acc01115.1
Acc01116,Acc01116.1
Acc01117,Acc01117.1
Acc01118,Acc01118.1
Acc01119,Acc01119.1
Acc01120,Acc01120.1
Acc01121,Acc01121.1
Acc01122,Acc01122.1
Acc01123,Acc01123.1
Acc01124,Acc01124.1
Acc01125,Acc01125.1
Acc01126,Acc01126.1
Acc01127,Acc01127.1
Acc01128,Acc01128.1
Acc01129,Acc01129.1
Acc01130,Acc01130.1
Acc01131,Acc01131.1
Acc01132,Acc01132.1
Acc01133,Acc01133.1
Acc01134,Acc01134.1
Acc01135,Acc01135.1
Acc01136,Acc01136.1
Acc01137,Acc01137.1
Acc01138,Acc01138.1
Acc01139,Acc01139.1
Acc01140,Acc01140.1
Acc01141,Acc01141.1
Acc01142,Acc01142.1
Acc01143,Acc01143.1
Acc01144,Acc01144.1
Acc01145,Acc01145.1
Acc01146,Acc01146.1
Acc01147,Acc01147.1
Acc01148,Acc01148.1
Acc01149,Acc01149.1
Acc01150,Acc01150.1
Acc01151,Acc01151.1
Acc01152,Acc01152.1
Acc01153,Acc01153.1
Acc01154,Acc01154.1
Acc01155,Acc01155.1
Acc01156,Acc01156.1
Acc01157,Acc01157.1
Acc01158,Acc01158.1
Acc01159,Acc01159.1
Acc01160,Acc01160.1
Acc01161,Acc01161.1
Acc01162,Acc01162.1
Acc01163,Acc01163.1
Acc01164,Acc01164.1
Acc01165,Acc01165.1
Acc01166,Acc01166.1
Acc01168,Acc01168.1
Acc01169,Acc01169.1
Acc01170,Acc01170.1
Acc01171,Acc01171.1
Acc01172,Acc01172.1
Acc01173,Acc01173.1
Acc01174,Acc01174.1
Acc01175,Acc01175.1
Acc01176,Acc01176.1
Acc01177,Acc01177.1
Acc01178,Acc01178.1
Acc01179,Acc01179.1
Acc01180,Acc01180.1
Acc01181,Acc01181.1
Acc01183,Acc01183.1
Acc01184,Acc01184.1
Acc01185,Acc01185.1
Acc01186,Acc01186.1
Acc01187,Acc01187.1
Acc01188,Acc01188.1
Acc01189,Acc01189.1
Acc01190,Acc01190.1
Acc01191,Acc01191.1
Acc01192,Acc01192.1
Acc01193,Acc01193.1
Acc01194,Acc01194.1
Acc01195,Acc01195.1
Acc01196,Acc01196.1
Acc01197,Acc01197.1
Acc01198,Acc01198.1
Acc01199,Acc01199.1
Acc01200,Acc01200.1
Acc01201,Acc01201.1
Acc01202,Acc01202.1
Acc01203,Acc01203.1
Acc01204,Acc01204.1
Acc01205,Acc01205.1
Acc01206,Acc01206.1
Acc01207,Acc01207.1
Acc01208,Acc01208.1
Acc01209,Acc01209.1
Acc01210,Acc01210.1
Acc01211,Acc01211.1
Acc01212,Acc01212.1
Acc01213,Acc01213.1
Acc01214,Acc01214.1
Acc01215,Acc01215.1
Acc01216,Acc01216.1
Acc01217,Acc01217.1
Acc01218,Acc01218.1
Acc01219,Acc01219.1
Acc01220,Acc01220.1
Acc01221,Acc01221.1
Acc01222,Acc01222.1
Acc01223,Acc01223.1
Acc01225,Acc01225.1
Acc01226,Acc01226.1
Acc01227,Acc01227.1
Acc01228,Acc01228.1
Acc01229,Acc01229.1
Acc01230,Acc01230.1
Acc01231,Acc01231.1
Acc01232,Acc01232.1
Acc01233,Acc01233.1
Acc01234,Acc01234.1
Acc01235,Acc01235.1
Acc01236,Acc01236.1
Acc01237,Acc01237.1
Acc01239,Acc01239.1
Acc01240,Acc01240.1
Acc01241,Acc01241.1
Acc01242,Acc01242.1
Acc01243,Acc01243.1
Acc01244,Acc01244.1
Acc01245,Acc01245.1
Acc01246,Acc01246.1
Acc01247,Acc01247.1
Acc01248,Acc01248.1
Acc01249,Acc01249.1
Acc01250,Acc01250.1
Acc01252,Acc01252.1
Acc01253,Acc01253.1
Acc01254,Acc01254.1
Acc01255,Acc01255.1
Acc01256,Acc01256.1
Acc01257,Acc01257.1
Acc01258,Acc01258.1
Acc01259,Acc01259.1
Acc01260,Acc01260.1
Acc01261,Acc01261.1
Acc01262,Acc01262.1
Acc01263,Acc01263.1
Acc01264,Acc01264.1
Acc01265,Acc01265.1
Acc01266,Acc01266.1
Acc01269,Acc01269.1
Acc01270,Acc01270.1
Acc01272,Acc01272.1
Acc01273,Acc01273.1
Acc01274,Acc01274.1
Acc01275,Acc01275.1
Acc01276,Acc01276.1
Acc01277,Acc01277.1
Acc01278,Acc01278.1
Acc01279,Acc01279.1
Acc01280,Acc01280.1
Acc01281,Acc01281.1
Acc01282,Acc01282.1
Acc01283,Acc01283.1
Acc01285,Acc01285.1
Acc01286,Acc01286.1
Acc01287,Acc01287.1
Acc01288,Acc01288.1
Acc01289,Acc01289.1
Acc01290,Acc01290.1
Acc01291,Acc01291.1
Acc01292,Acc01292.1
Acc01293,Acc01293.1
Acc01294,Acc01294.1
Acc01295,Acc01295.1
Acc01296,Acc01296.1
Acc01297,Acc01297.1
Acc01298,Acc01298.1
Acc01299,Acc01299.1
Acc01300,Acc01300.1
Acc01301,Acc01301.1
Acc01302,Acc01302.1
Acc01303,Acc01303.1
Acc01304,Acc01304.1
Acc01305,Acc01305.1
Acc01306,Acc01306.1
Acc01307,Acc01307.1
Acc01308,Acc01308.1
Acc01309,Acc01309.1
Acc01310,Acc01310.1
Acc01311,Acc01311.1
Acc01313,Acc01313.1
Acc01314,Acc01314.1
Acc01315,Acc01315.1
Acc01316,Acc01316.1
Acc01317,Acc01317.1
Acc01318,Acc01318.1
Acc01319,Acc01319.1
Acc01321,Acc01321.1
Acc01322,Acc01322.1
Acc01323,Acc01323.1
Acc01324,Acc01324.1
Acc01325,Acc01325.1
Acc01326,Acc01326.1
Acc01327,Acc01327.1
Acc01328,Acc01328.1
Acc01331,Acc01331.1
Acc01332,Acc01332.1
Acc01333,Acc01333.1
Acc01334,Acc01334.1
Acc01335,Acc01335.1
Acc01336,Acc01336.1
Acc01337,Acc01337.1
Acc01338,Acc01338.1
Acc01339,Acc01339.1
Acc01340,Acc01340.1
Acc01341,Acc01341.1
Acc01342,Acc01342.1
Acc01343,Acc01343.1
Acc01344,Acc01344.1
Acc01346,Acc01346.1
Acc01347,Acc01347.1
Acc01348,Acc01348.1
Acc01350,Acc01350.1
Acc01351,Acc01351.1
Acc01352,Acc01352.1
Acc01353,Acc01353.1
Acc01354,Acc01354.1
Acc01355,Acc01355.1
Acc01356,Acc01356.1
Acc01357,Acc01357.1
Acc01358,Acc01358.1
Acc01359,Acc01359.1
Acc01360,Acc01360.1
Acc01361,Acc01361.1
Acc01362,Acc01362.1
Acc01363,Acc01363.1
Acc01364,Acc01364.1
Acc01365,Acc01365.1
Acc01366,Acc01366.1
Acc01367,Acc01367.1
Acc01368,Acc01368.1
Acc01369,Acc01369.1
Acc01370,Acc01370.1
Acc01371,Acc01371.1
Acc01372,Acc01372.1
Acc01373,Acc01373.1
Acc01374,Acc01374.1
Acc01375,Acc01375.1
Acc01376,Acc01376.1
Acc01377,Acc01377.1
Acc01378,Acc01378.1
Acc01379,Acc01379.1
Acc01380,Acc01380.1
Acc01381,Acc01381.1
Acc01382,Acc01382.1
Acc01383,Acc01383.1
Acc01384,Acc01384.1
Acc01385,Acc01385.1
Acc01386,Acc01386.1
Acc01387,Acc01387.1
Acc01388,Acc01388.1
Acc01389,Acc01389.1
Acc01390,Acc01390.2
Acc01391,Acc01391.1
Acc01392,Acc01392.1
Acc01393,Acc01393.1
Acc01394,Acc01394.1
Acc01395,Acc01395.1
Acc01396,Acc01396.1
Acc01397,Acc01397.1
Acc01398,Acc01398.1
Acc01399,Acc01399.1
Acc01400,Acc01400.1
Acc01402,Acc01402.1
Acc01403,Acc01403.1
Acc01404,Acc01404.1
Acc01405,Acc01405.1
Acc01406,Acc01406.1
Acc01407,Acc01407.1
Acc01408,Acc01408.1
Acc01409,Acc01409.1
Acc01410,Acc01410.1
Acc01411,Acc01411.1
Acc01412,Acc01412.1
Acc01413,Acc01413.1
Acc01414,Acc01414.1
Acc01415,Acc01415.1
Acc01416,Acc01416.1
Acc01417,Acc01417.1
Acc01418,Acc01418.1
Acc01419,Acc01419.1
Acc01420,Acc01420.1
Acc01421,Acc01421.1
Acc01422,Acc01422.1
Acc01423,Acc01423.1
Acc01424,Acc01424.1
Acc01425,Acc01425.1
Acc01426,Acc01426.1
Acc01428,Acc01428.1
Acc01429,Acc01429.1
Acc01430,Acc01430.1
Acc01431,Acc01431.1
Acc01432,Acc01432.1
Acc01433,Acc01433.1
Acc01434,Acc01434.1
Acc01435,Acc01435.1
Acc01436,Acc01436.1
Acc01437,Acc01437.1
Acc01438,Acc01438.1
Acc01439,Acc01439.1
Acc01440,Acc01440.1
Acc01441,Acc01441.1
Acc01442,Acc01442.1
Acc01443,Acc01443.1
Acc01444,Acc01444.1
Acc01445,Acc01445.1
Acc01446,Acc01446.1
Acc01447,Acc01447.1
Acc01448,Acc01448.1
Acc01449,Acc01449.1
Acc01450,Acc01450.1
Acc01451,Acc01451.1
Acc01452,Acc01452.1
Acc01453,Acc01453.1
Acc01454,Acc01454.1
Acc01455,Acc01455.1
Acc01456,Acc01456.1
Acc01457,Acc01457.1
Acc01458,Acc01458.1
Acc01459,Acc01459.1
Acc01460,Acc01460.1
Acc01461,Acc01461.1
Acc01462,Acc01462.1
Acc01463,Acc01463.1
Acc01464,Acc01464.1
Acc01465,Acc01465.1
Acc01466,Acc01466.1
Acc01467,Acc01467.1
Acc01468,Acc01468.1
Acc01469,Acc01469.1
Acc01470,Acc01470.1
Acc01471,Acc01471.1
Acc01472,Acc01472.1
Acc01473,Acc01473.1
Acc01474,Acc01474.1
Acc01475,Acc01475.1
Acc01476,Acc01476.1
Acc01477,Acc01477.1
Acc01478,Acc01478.1
Acc01479,Acc01479.1
Acc01480,Acc01480.1
Acc01481,Acc01481.1
Acc01482,Acc01482.1
Acc01483,Acc01483.1
Acc01484,Acc01484.1
Acc01485,Acc01485.1
Acc01486,Acc01486.1
Acc01487,Acc01487.1
Acc01488,Acc01488.1
Acc01489,Acc01489.1
Acc01490,Acc01490.1
Acc01491,Acc01491.1
Acc01492,Acc01492.1
Acc01493,Acc01493.1
Acc01494,Acc01494.1
Acc01495,Acc01495.1
Acc01496,Acc01496.1
Acc01497,Acc01497.1
Acc01498,Acc01498.1
Acc01499,Acc01499.1
Acc01500,Acc01500.1
Acc01501,Acc01501.1
Acc01502,Acc01502.1
Acc01503,Acc01503.1
Acc01504,Acc01504.1
Acc01505,Acc01505.1
Acc01506,Acc01506.1
Acc01507,Acc01507.1
Acc01508,Acc01508.1
Acc01509,Acc01509.1
Acc01510,Acc01510.1
Acc01511,Acc01511.1
Acc01512,Acc01512.1
Acc01513,Acc01513.1
Acc01514,Acc01514.1
Acc01515,Acc01515.1
Acc01516,Acc01516.1
Acc01517,Acc01517.1
Acc01518,Acc01518.1
Acc01519,Acc01519.1
Acc01520,Acc01520.1
Acc01521,Acc01521.1
Acc01522,Acc01522.1
Acc01523,Acc01523.1
Acc01524,Acc01524.1
Acc01525,Acc01525.1
Acc01526,Acc01526.1
Acc01527,Acc01527.1
Acc01528,Acc01528.1
Acc01529,Acc01529.1
Acc01530,Acc01530.1
Acc01531,Acc01531.1
Acc01532,Acc01532.1
Acc01533,Acc01533.1
Acc01534,Acc01534.1
Acc01535,Acc01535.1
Acc01536,Acc01536.1
Acc01537,Acc01537.1
Acc01538,Acc01538.1
Acc01539,Acc01539.1
Acc01540,Acc01540.1
Acc01541,Acc01541.1
Acc01542,Acc01542.1
Acc01543,Acc01543.1
Acc01544,Acc01544.1
Acc01545,Acc01545.1
Acc01546,Acc01546.1
Acc01547,Acc01547.1
Acc01548,Acc01548.1
Acc01549,Acc01549.1
Acc01550,Acc01550.1
Acc01551,Acc01551.1
Acc01552,Acc01552.1
Acc01553,Acc01553.1
Acc01554,Acc01554.1
Acc01555,Acc01555.1
Acc01556,Acc01556.1
Acc01557,Acc01557.1
Acc01558,Acc01558.1
Acc01559,Acc01559.1
Acc01560,Acc01560.1
Acc01561,Acc01561.1
Acc01562,Acc01562.1
Acc01563,Acc01563.1
Acc01564,Acc01564.1
Acc01565,Acc01565.1
Acc01566,Acc01566.1
Acc01567,Acc01567.1
Acc01568,Acc01568.1
Acc01569,Acc01569.1
Acc01570,Acc01570.1
Acc01571,Acc01571.1
Acc01572,Acc01572.1
Acc01573,Acc01573.1
Acc01574,Acc01574.1
Acc01575,Acc01575.1
Acc01576,Acc01576.1
Acc01577,Acc01577.1
Acc01578,Acc01578.1
Acc01579,Acc01579.1
Acc01580,Acc01580.1
Acc01581,Acc01581.1
Acc01582,Acc01582.1
Acc01583,Acc01583.1
Acc01584,Acc01584.1
Acc01585,Acc01585.1
Acc01586,Acc01586.1
Acc01587,Acc01587.1
Acc01588,Acc01588.1
Acc01589,Acc01589.1
Acc01590,Acc01590.1
Acc01591,Acc01591.1
Acc01592,Acc01592.1
Acc01593,Acc01593.1
Acc01594,Acc01594.1
Acc01595,Acc01595.1
Acc01596,Acc01596.1
Acc01597,Acc01597.1
Acc01598,Acc01598.1
Acc01599,Acc01599.1
Acc01600,Acc01600.1
Acc01601,Acc01601.1
Acc01602,Acc01602.1
Acc01603,Acc01603.1
Acc01604,Acc01604.1
Acc01605,Acc01605.1
Acc01606,Acc01606.1
Acc01607,Acc01607.1
Acc01608,Acc01608.1
Acc01610,Acc01610.1
Acc01611,Acc01611.1
Acc01612,Acc01612.1
Acc01613,Acc01613.1
Acc01614,Acc01614.1
Acc01615,Acc01615.1
Acc01616,Acc01616.1
Acc01618,Acc01618.1
Acc01619,Acc01619.1
Acc01620,Acc01620.1
Acc01622,Acc01622.1
Acc01623,Acc01623.1
Acc01624,Acc01624.1
Acc01625,Acc01625.1
Acc01626,Acc01626.1
Acc01627,Acc01627.1
Acc01628,Acc01628.1
Acc01629,Acc01629.1
Acc01630,Acc01630.1
Acc01631,Acc01631.1
Acc01632,Acc01632.1
Acc01633,Acc01633.1
Acc01634,Acc01634.1
Acc01635,Acc01635.1
Acc01636,Acc01636.1
Acc01637,Acc01637.1
Acc01638,Acc01638.1
Acc01639,Acc01639.1
Acc01640,Acc01640.1
Acc01641,Acc01641.1
Acc01642,Acc01642.1
Acc01643,Acc01643.1
Acc01644,Acc01644.1
Acc01645,Acc01645.1
Acc01646,Acc01646.1
Acc01647,Acc01647.1
Acc01648,Acc01648.1
Acc01649,Acc01649.1
Acc01650,Acc01650.1
Acc01651,Acc01651.1
Acc01652,Acc01652.1
Acc01653,Acc01653.1
Acc01655,Acc01655.1
Acc01656,Acc01656.1
Acc01657,Acc01657.1
Acc01658,Acc01658.1
Acc01659,Acc01659.1
Acc01660,Acc01660.1
Acc01661,Acc01661.1
Acc01662,Acc01662.1
Acc01663,Acc01663.1
Acc01664,Acc01664.1
Acc01665,Acc01665.1
Acc01666,Acc01666.1
Acc01667,Acc01667.1
Acc01668,Acc01668.1
Acc01669,Acc01669.1
Acc01670,Acc01670.1
Acc01671,Acc01671.1
Acc01672,Acc01672.1
Acc01673,Acc01673.1
Acc01674,Acc01674.1
Acc01675,Acc01675.1
Acc01676,Acc01676.1
Acc01677,Acc01677.1
Acc01678,Acc01678.1
Acc01679,Acc01679.1
Acc01680,Acc01680.1
Acc01681,Acc01681.1
Acc01682,Acc01682.1
Acc01683,Acc01683.1
Acc01684,Acc01684.1
Acc01685,Acc01685.1
Acc01686,Acc01686.1
Acc01687,Acc01687.1
Acc01688,Acc01688.1
Acc01689,Acc01689.1
Acc01690,Acc01690.1
Acc01691,Acc01691.1
Acc01692,Acc01692.1
Acc01693,Acc01693.1
Acc01694,Acc01694.1
Acc01695,Acc01695.1
Acc01696,Acc01696.1
Acc01697,Acc01697.1
Acc01698,Acc01698.1
Acc01699,Acc01699.1
Acc01700,Acc01700.1
Acc01701,Acc01701.1
Acc01702,Acc01702.1
Acc01703,Acc01703.1
Acc01704,Acc01704.1
Acc01705,Acc01705.1
Acc01706,Acc01706.1
Acc01707,Acc01707.1
Acc01708,Acc01708.1
Acc01709,Acc01709.1
Acc01710,Acc01710.1
Acc01711,Acc01711.1
Acc01712,Acc01712.1
Acc01713,Acc01713.1
Acc01714,Acc01714.1
Acc01715,Acc01715.1
Acc01716,Acc01716.1
Acc01717,Acc01717.1
Acc01718,Acc01718.1
Acc01719,Acc01719.1
Acc01720,Acc01720.1
Acc01721,Acc01721.1
Acc01722,Acc01722.1
Acc01723,Acc01723.1
Acc01725,Acc01725.1
Acc01726,Acc01726.1
Acc01727,Acc01727.1
Acc01728,Acc01728.1
Acc01729,Acc01729.1
Acc01730,Acc01730.1
Acc01731,Acc01731.1
Acc01732,Acc01732.1
Acc01733,Acc01733.1
Acc01734,Acc01734.1
Acc01735,Acc01735.1
Acc01736,Acc01736.1
Acc01737,Acc01737.1
Acc01738,Acc01738.1
Acc01739,Acc01739.1
Acc01740,Acc01740.1
Acc01741,Acc01741.1
Acc01742,Acc01742.1
Acc01743,Acc01743.1
Acc01744,Acc01744.1
Acc01745,Acc01745.1
Acc01746,Acc01746.1
Acc01747,Acc01747.1
Acc01748,Acc01748.1
Acc01749,Acc01749.1
Acc01750,Acc01750.1
Acc01751,Acc01751.1
Acc01753,Acc01753.1
Acc01754,Acc01754.1
Acc01755,Acc01755.1
Acc01756,Acc01756.1
Acc01757,Acc01757.1
Acc01758,Acc01758.1
Acc01760,Acc01760.1
Acc01761,Acc01761.1
Acc01762,Acc01762.2
Acc01763,Acc01763.1
Acc01764,Acc01764.1
Acc01765,Acc01765.1
Acc01766,Acc01766.1
Acc01767,Acc01767.1
Acc01768,Acc01768.1
Acc01769,Acc01769.1
Acc01770,Acc01770.1
Acc01771,Acc01771.1
Acc01772,Acc01772.1
Acc01773,Acc01773.1
Acc01774,Acc01774.1
Acc01775,Acc01775.1
Acc01776,Acc01776.1
Acc01777,Acc01777.1
Acc01778,Acc01778.1
Acc01779,Acc01779.1
Acc01780,Acc01780.1
Acc01781,Acc01781.1
Acc01782,Acc01782.1
Acc01783,Acc01783.1
Acc01784,Acc01784.1
Acc01785,Acc01785.1
Acc01786,Acc01786.1
Acc01787,Acc01787.1
Acc01788,Acc01788.1
Acc01789,Acc01789.1
Acc01790,Acc01790.1
Acc01792,Acc01792.1
Acc01793,Acc01793.1
Acc01794,Acc01794.1
Acc01795,Acc01795.1
Acc01796,Acc01796.1
Acc01797,Acc01797.1
Acc01798,Acc01798.1
Acc01799,Acc01799.1
Acc01800,Acc01800.1
Acc01801,Acc01801.1
Acc01802,Acc01802.1
Acc01803,Acc01803.1
Acc01804,Acc01804.1
Acc01805,Acc01805.1
Acc01806,Acc01806.1
Acc01807,Acc01807.1
Acc01808,Acc01808.1
Acc01809,Acc01809.1
Acc01810,Acc01810.1
Acc01811,Acc01811.1
Acc01812,Acc01812.1
Acc01813,Acc01813.1
Acc01814,Acc01814.1
Acc01815,Acc01815.1
Acc01816,Acc01816.1
Acc01817,Acc01817.1
Acc01818,Acc01818.1
Acc01819,Acc01819.1
Acc01820,Acc01820.1
Acc01821,Acc01821.1
Acc01822,Acc01822.1
Acc01823,Acc01823.1
Acc01824,Acc01824.1
Acc01825,Acc01825.1
Acc01826,Acc01826.1
Acc01827,Acc01827.1
Acc01828,Acc01828.1
Acc01829,Acc01829.1
Acc01830,Acc01830.1
Acc01831,Acc01831.1
Acc01832,Acc01832.1
Acc01833,Acc01833.1
Acc01834,Acc01834.1
Acc01835,Acc01835.1
Acc01836,Acc01836.1
Acc01837,Acc01837.1
Acc01838,Acc01838.1
Acc01839,Acc01839.1
Acc01840,Acc01840.1
Acc01841,Acc01841.1
Acc01842,Acc01842.1
Acc01843,Acc01843.1
Acc01845,Acc01845.1
Acc01846,Acc01846.1
Acc01847,Acc01847.1
Acc01848,Acc01848.1
Acc01849,Acc01849.1
Acc01850,Acc01850.1
Acc01851,Acc01851.1
Acc01852,Acc01852.1
Acc01853,Acc01853.1
Acc01854,Acc01854.1
Acc01855,Acc01855.1
Acc01856,Acc01856.1
Acc01857,Acc01857.1
Acc01858,Acc01858.1
Acc01859,Acc01859.1
Acc01860,Acc01860.1
Acc01861,Acc01861.1
Acc01862,Acc01862.1
Acc01863,Acc01863.1
Acc01864,Acc01864.1
Acc01865,Acc01865.1
Acc01866,Acc01866.1
Acc01867,Acc01867.1
Acc01868,Acc01868.1
Acc01869,Acc01869.1
Acc01870,Acc01870.1
Acc01871,Acc01871.1
Acc01872,Acc01872.1
Acc01873,Acc01873.1
Acc01874,Acc01874.1
Acc01875,Acc01875.1
Acc01876,Acc01876.1
Acc01877,Acc01877.1
Acc01878,Acc01878.1
Acc01879,Acc01879.1
Acc01880,Acc01880.1
Acc01881,Acc01881.1
Acc01882,Acc01882.1
Acc01884,Acc01884.1
Acc01885,Acc01885.1
Acc01886,Acc01886.1
Acc01887,Acc01887.1
Acc01888,Acc01888.1
Acc01889,Acc01889.1
Acc01890,Acc01890.1
Acc01891,Acc01891.1
Acc01892,Acc01892.1
Acc01893,Acc01893.1
Acc01894,Acc01894.1
Acc01895,Acc01895.1
Acc01896,Acc01896.1
Acc01897,Acc01897.1
Acc01898,Acc01898.1
Acc01899,Acc01899.1
Acc01900,Acc01900.1
Acc01902,Acc01902.1
Acc01903,Acc01903.1
Acc01904,Acc01904.1
Acc01905,Acc01905.1
Acc01906,Acc01906.1
Acc01907,Acc01907.1
Acc01908,Acc01908.1
Acc01909,Acc01909.1
Acc01910,Acc01910.1
Acc01911,Acc01911.1
Acc01912,Acc01912.1
Acc01913,Acc01913.1
Acc01914,Acc01914.1
Acc01915,Acc01915.1
Acc01916,Acc01916.1
Acc01917,Acc01917.1
Acc01918,Acc01918.1
Acc01919,Acc01919.1
Acc01920,Acc01920.1
Acc01921,Acc01921.1
Acc01922,Acc01922.1
Acc01923,Acc01923.1
Acc01924,Acc01924.1
Acc01925,Acc01925.1
Acc01927,Acc01927.1
Acc01928,Acc01928.1
Acc01929,Acc01929.1
Acc01930,Acc01930.1
Acc01931,Acc01931.1
Acc01932,Acc01932.1
Acc01933,Acc01933.1
Acc01934,Acc01934.1
Acc01935,Acc01935.1
Acc01936,Acc01936.1
Acc01937,Acc01937.1
Acc01938,Acc01938.1
Acc01939,Acc01939.1
Acc01940,Acc01940.1
Acc01941,Acc01941.1
Acc01942,Acc01942.1
Acc01943,Acc01943.1
Acc01944,Acc01944.1
Acc01945,Acc01945.1
Acc01946,Acc01946.1
Acc01947,Acc01947.1
Acc01948,Acc01948.1
Acc01949,Acc01949.1
Acc01950,Acc01950.1
Acc01951,Acc01951.1
Acc01952,Acc01952.1
Acc01953,Acc01953.1
Acc01954,Acc01954.1
Acc01955,Acc01955.1
Acc01956,Acc01956.1
Acc01957,Acc01957.1
Acc01958,Acc01958.1
Acc01959,Acc01959.1
Acc01960,Acc01960.1
Acc01961,Acc01961.1
Acc01962,Acc01962.1
Acc01963,Acc01963.1
Acc01964,Acc01964.1
Acc01965,Acc01965.1
Acc01966,Acc01966.1
Acc01967,Acc01967.1
Acc01968,Acc01968.1
Acc01969,Acc01969.1
Acc01970,Acc01970.1
Acc01971,Acc01971.1
Acc01972,Acc01972.1
Acc01973,Acc01973.1
Acc01974,Acc01974.1
Acc01975,Acc01975.1
Acc01976,Acc01976.1
Acc01977,Acc01977.1
Acc01978,Acc01978.1
Acc01979,Acc01979.1
Acc01980,Acc01980.1
Acc01981,Acc01981.1
Acc01982,Acc01982.1
Acc01983,Acc01983.1
Acc01987,Acc01987.1
Acc01988,Acc01988.1
Acc01989,Acc01989.1
Acc01990,Acc01990.1
Acc01991,Acc01991.1
Acc01992,Acc01992.1
Acc01993,Acc01993.1
Acc01996,Acc01996.1
Acc01997,Acc01997.1
Acc01998,Acc01998.1
Acc01999,Acc01999.1
Acc02000,Acc02000.1
Acc02001,Acc02001.1
Acc02002,Acc02002.1
Acc02003,Acc02003.1
Acc02004,Acc02004.1
Acc02005,Acc02005.1
Acc02006,Acc02006.1
Acc02007,Acc02007.1
Acc02008,Acc02008.1
Acc02010,Acc02010.1
Acc02011,Acc02011.1
Acc02012,Acc02012.1
Acc02013,Acc02013.1
Acc02014,Acc02014.1
Acc02015,Acc02015.1
Acc02016,Acc02016.1
Acc02017,Acc02017.1
Acc02018,Acc02018.1
Acc02019,Acc02019.1
Acc02020,Acc02020.1
Acc02021,Acc02021.1
Acc02022,Acc02022.1
Acc02023,Acc02023.1
Acc02024,Acc02024.1
Acc02025,Acc02025.1
Acc02026,Acc02026.1
Acc02027,Acc02027.1
Acc02028,Acc02028.1
Acc02029,Acc02029.1
Acc02030,Acc02030.1
Acc02031,Acc02031.1
Acc02032,Acc02032.1
Acc02033,Acc02033.1
Acc02034,Acc02034.1
Acc02035,Acc02035.1
Acc02036,Acc02036.1
Acc02037,Acc02037.1
Acc02038,Acc02038.1
Acc02039,Acc02039.1
Acc02040,Acc02040.1
Acc02041,Acc02041.1
Acc02042,Acc02042.1
Acc02043,Acc02043.1
Acc02044,Acc02044.1
Acc02045,Acc02045.1
Acc02046,Acc02046.1
Acc02047,Acc02047.1
Acc02048,Acc02048.1
Acc02049,Acc02049.1
Acc02050,Acc02050.1
Acc02051,Acc02051.1
Acc02052,Acc02052.1
Acc02053,Acc02053.1
Acc02054,Acc02054.1
Acc02056,Acc02056.1
Acc02057,Acc02057.1
Acc02058,Acc02058.1
Acc02059,Acc02059.1
Acc02060,Acc02060.1
Acc02061,Acc02061.1
Acc02062,Acc02062.2
Acc02065,Acc02065.1
Acc02066,Acc02066.1
Acc02067,Acc02067.1
Acc02068,Acc02068.1
Acc02069,Acc02069.1
Acc02070,Acc02070.1
Acc02071,Acc02071.1
Acc02072,Acc02072.1
Acc02073,Acc02073.1
Acc02074,Acc02074.1
Acc02076,Acc02076.1
Acc02077,Acc02077.1
Acc02078,Acc02078.1
Acc02079,Acc02079.1
Acc02080,Acc02080.1
Acc02081,Acc02081.1
